step,train_loss,val_loss,lr,grad_norm
21000,0.9091991683840752,1.2901950478553772,7.300325188655761e-05,0.4062
21200,0.8634660285711289,1.2883666306734085,7.253554028731148e-05,0.3816
21400,0.8976989290118218,1.287776565551758,7.206534085435625e-05,0.4029
21600,0.8876685494184494,1.2872487425804138,7.159270549583278e-05,0.3906
21800,0.9122015565633774,1.2845695286989212,7.111768638879833e-05,0.4055
22000,0.882643671631813,1.283099725842476,7.064033597346658e-05,0.3923
22200,0.8812696883082389,1.282963189482689,7.016070694741824e-05,0.3946
22400,0.8740470084547997,1.2821951299905776,6.967885225978365e-05,0.3944
22600,0.8726722970604897,1.2798341721296311,6.919482510539723e-05,0.3862
22800,0.8751080536842346,1.279504969716072,6.87086789189251e-05,0.3922
23000,0.8678457716107368,1.280272889137268,6.822046736896607e-05,0.3911
23200,0.9061239647865296,1.2790161579847337,6.773024435212678e-05,0.4066
23400,0.9022707325220108,1.2759174048900603,6.723806398707185e-05,0.4005
23600,0.8837640149891377,1.277086341381073,6.674398060854931e-05,0.3975
23800,0.8918946447968483,1.27529174387455,6.624804876139227e-05,0.4040
24000,0.8698733761906624,1.2737218648195268,6.57503231944974e-05,0.3896
24200,0.8624580191075801,1.2732320338487626,6.525085885478089e-05,0.3871
24400,0.8603995141386985,1.2723070114850998,6.474971088111248e-05,0.3876
24600,0.8739507155120373,1.2711386889219285,6.424693459822842e-05,0.3974
24800,0.8753367492556572,1.270475345849991,6.374258551062378e-05,0.3941
25000,0.8760858458280564,1.2698059767484664,6.323671929642498e-05,0.3950
25200,0.880418263822794,1.2675087213516236,6.272939180124317e-05,0.3991
25400,0.883580829501152,1.2659497171640397,6.222065903200908e-05,0.4054
25600,0.8506185403466224,1.2689730793237686,6.171057715079012e-05,0.3863
25800,0.8750501926243305,1.2641593933105468,6.119920246859024e-05,0.4026
26000,0.8735782806575298,1.2660536468029022,6.068659143913349e-05,0.4110
26200,0.8693310159444809,1.2632598280906677,6.01728006526317e-05,0.3965
26400,0.8751904135942459,1.2618820935487747,5.965788682953717e-05,0.3966
26600,0.8801085250079632,1.2618841171264648,5.9141906814280975e-05,0.4008
26800,0.8628929574787617,1.260738256573677,5.862491756899753e-05,0.3955
27000,0.8729606169462204,1.2590332239866258,5.810697616723624e-05,0.4053
27200,0.8797027736902236,1.2598713278770446,5.758813978766077e-05,0.4035
27400,0.8654416550695896,1.2573758214712143,5.706846570773676e-05,0.4022
27600,0.8672724966704846,1.2571550548076629,5.6548011297408634e-05,0.4050
27800,0.8708339323103428,1.255858713388443,5.602683401276615e-05,0.4104
28000,0.8596078842878342,1.2567736446857452,5.550499138970158e-05,0.4023
28200,0.8684998588263988,1.2558848947286605,5.4982541037557823e-05,0.4057
28400,0.8659330850839615,1.2527444958686829,5.445954063276869e-05,0.3990
28600,0.87438771545887,1.2519829452037812,5.3936047912491574e-05,0.4102
28800,0.8592674221098423,1.2530414909124374,5.341212066823355e-05,0.3980
29000,0.8469248597323894,1.2542130500078201,5.288781673947143e-05,0.3908
29200,0.8621622964739799,1.2515359401702881,5.2363194007266435e-05,0.4046
29400,0.8658448874950408,1.251717561483383,5.183831038787449e-05,0.4086
29600,0.8813322165608406,1.2503184139728547,5.1313223826352365e-05,0.4163
29800,0.8631279665231705,1.2472480148077012,5.0787992290160827e-05,0.4084
30000,0.8526960878074169,1.2483626902103424,5.0262673762765314e-05,0.4052
30200,0.8517525438964367,1.2455628991127015,4.9737326237234704e-05,0.4010
30400,0.8466522559523583,1.246760156750679,4.9212007709839185e-05,0.4039
30600,0.8670808534324169,1.245157814025879,4.8686776173647653e-05,0.4159
30800,0.854866660386324,1.2463634043931962,4.8161689612125524e-05,0.4064
31000,0.865934181213379,1.2428744673728942,4.763680599273357e-05,0.4088
31200,0.861080008149147,1.2416964709758758,4.7112183260528584e-05,0.4094
31400,0.8679014509916305,1.2424549072980882,4.658787933176646e-05,0.4128
31600,0.8441967166960239,1.240739929676056,4.606395208750844e-05,0.4070
31800,0.8525405883789062,1.2400431156158447,4.554045936723132e-05,0.4093
32000,0.8663121545314789,1.2389378249645233,4.501745896244219e-05,0.4130
32200,0.8598664775490761,1.2400048911571502,4.4495008610298435e-05,0.4237
32400,0.8613657251000404,1.2395968914031983,4.397316598723385e-05,0.4176
32600,0.8840562143921852,1.2369328767061234,4.34519887025914e-05,0.4302
32800,0.8515590609610081,1.2369693219661713,4.2931534292263264e-05,0.4231
33000,0.8739187440276146,1.23545763194561,4.241186021233925e-05,0.4241
33200,0.880341945886612,1.2353053212165832,4.1893023832763786e-05,0.4323
33400,0.8407458966970444,1.2345592707395554,4.137508243100249e-05,0.4104
33600,0.8425703418254852,1.2343859791755676,4.085809318571905e-05,0.4123
33800,0.859905196428299,1.2337041556835175,4.034211317046285e-05,0.4220
34000,0.8550522211194038,1.2327444344758987,3.982719934736832e-05,0.4185
34200,0.8632711739838124,1.232213208079338,3.931340856086652e-05,0.4242
34400,0.8768427005410194,1.232339009642601,3.880079753140978e-05,0.4367
34600,0.8544440722465515,1.2323550581932068,3.8289422849209896e-05,0.4225
34800,0.8447637125849724,1.2314161151647567,3.777934096799094e-05,0.4132
35000,0.8593528389930725,1.2308585166931152,3.7270608198756854e-05,0.4306
35200,0.8799123311042786,1.2287571251392364,3.676328070357503e-05,0.4377
35400,0.8625331166386604,1.22718206346035,3.625741448937622e-05,0.4276
35600,0.857475112080574,1.2286774575710298,3.575306540177157e-05,0.4317
35800,0.8448461832106113,1.2267006099224091,3.525028911888751e-05,0.4264
36000,0.8575777295231819,1.2259712785482406,3.474914114521912e-05,0.4195
36200,0.8477344298362732,1.2252455085515976,3.424967680550261e-05,0.4318
36400,0.8352215725183487,1.2251508384943008,3.375195123860774e-05,0.4126
36600,0.8650775909423828,1.2233033388853074,3.325601939145069e-05,0.4376
36800,0.8500079213082791,1.2238873034715652,3.276193601292815e-05,0.4318
37000,0.8467561945319175,1.2231624841690063,3.226975564787322e-05,0.4280
37200,0.8283482678234577,1.222243958711624,3.177953263103394e-05,0.4217
37400,0.8331129601597786,1.222435313463211,3.1291321081074884e-05,0.4200
37600,0.845154570788145,1.2215305685997009,3.0805174894602775e-05,0.4294
37800,0.8443219199776649,1.2221370041370392,3.032114774021636e-05,0.4308
38000,0.8448500795662404,1.2198774933815002,2.9839293052581767e-05,0.4316
38200,0.8481954370439052,1.2195678889751433,2.935966402653344e-05,0.4314
38400,0.8373961465060711,1.2184321284294128,2.8882313611201684e-05,0.4380
38600,0.8452535158395768,1.2190653830766678,2.8407294504167236e-05,0.4317
38800,0.8352917626500129,1.2179775178432464,2.7934659145643747e-05,0.4302
39000,0.8420348651707172,1.2180801182985306,2.7464459712688516e-05,0.4397
39200,0.8188178879022598,1.2162731379270553,2.6996748113442394e-05,0.4264
39400,0.8533800876140595,1.2176506042480468,2.653157598139932e-05,0.4422
39600,0.8473338171839714,1.2155481904745102,2.606899466970618e-05,0.4510
39800,0.822275940477848,1.2157016932964324,2.560905524549364e-05,0.4352
40000,0.84664680108428,1.2156329035758973,2.5151808484238525e-05,0.4498
40200,0.8314144057035446,1.215588527917862,2.469730486415842e-05,0.4237
40400,0.8385564528405667,1.2146174877882003,2.4245594560639084e-05,0.4337
40600,0.8426880699396133,1.2149363338947297,2.379672744069527e-05,0.4357
40800,0.8424342069029808,1.2132254183292388,2.335075305746558e-05,0.4422
41000,0.8179672165215015,1.2135228753089904,2.2907720644742064e-05,0.4257
41200,0.8670749638974666,1.2128306120634078,2.246767911153496e-05,0.4563
41400,0.846957480609417,1.2127907872200012,2.203067703667334e-05,0.4439
41600,0.8475740131735802,1.211657002568245,2.1596762663442218e-05,0.4436
41800,0.8382637280225754,1.2098779410123826,2.1165983894256647e-05,0.4367
42000,0.8311195480823517,1.2095622569322586,2.0738388285373533e-05,0.4392
42200,0.8561858662962913,1.2092186361551285,2.0314023041641568e-05,0.4516
42400,0.8353391979634762,1.2095532238483429,1.9892935011290037e-05,0.4407
42600,0.8296092273294926,1.2088456004858017,1.9475170680756938e-05,0.4332
42800,0.8304112975299358,1.2082792937755584,1.9060776169557083e-05,0.4396
43000,0.8205036625266076,1.208753028512001,1.864979722519068e-05,0.4317
43200,0.8296593549847603,1.2080869734287263,1.8242279218092968e-05,0.4394
43400,0.8495378331840038,1.2074744075536727,1.7838267136625535e-05,0.4494
43600,0.8434272104501724,1.2066114872694016,1.743780558210979e-05,0.4447
43800,0.8314388781785965,1.2062114477157593,1.704093876390312e-05,0.4354
44000,0.829583540558815,1.2056970179080964,1.664771049451837e-05,0.4430
44200,0.8416595587134361,1.2061582773923873,1.6258164184787123e-05,0.4594
